"","idade","genero","estado","cor","eb","es","ies","anocurso","curso","mediag","turno","formato","opcaouni","opçãocurso","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","ce1","ce2","ce3","ce4","ce5","ce6","ce7","ce8","ce9","ce10","ce11","ce12","ce13","ce14","ce15","ce16","ce17","ce18","re1","re2","re3","re4","re5","re6","re7","re8","re9","re10","re11","re12","re13","re14","re15","re16","re17","re18","re19","re20","re21","re22","re23","re24","rv1","rv2","rv3","rv4","rv5","rv6","rv7","rv8","rv9","rv10","rv11","rv12","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p41","p42","p43","p44","ib1","ib2","ib3","ib4","ib5","ib6","ib7","ib8","ib9","ib10","ib11","ib12","ib13","ib14","ib15","ib16","ib17","ib18","qaes_projcar","qaes_adptsoc","qaes_apesemo","qaes_adptest","qaes_adptins","qaes_totalsc","tce","rv","tre_efi","tre_ine","extrover","neurotic","conscien","abertura","amabilid","nse"
"61",19,"Masculino",1,"Branco",2,"Estácio Fir",2,3,"Psicologia",9.27,3,2,1,1,4,5,3,3,5,4,5,4,2,5,4,5,5,1,5,4,3,3,1,5,2,4,5,2,5,4,5,3,1,5,5,5,5,2,5,4,4,5,3,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,2,4,4,1,3,3,4,2,3,1,5,5,4,2,2,4,4,4,3,2,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,4,5,5,1,5,4,2,5,3,4,4,4,1,5,4,3,5,2,2,5,3,5,5,5,2,4,2,5,2,5,1,4,2,5,3,5,4,1,2,2,5,1,2,2,2,1,2,2,3,1,1,2,2,2,1,3,3,2,10,5,4.5,1.875,4.125,3.875,4.325,15,12,1,1,4.5,2,3.33333333333333,4.55555555555556,4.33333333333333,3
"62",22,"Feminino",1,"Branco",2,"Estacio de Sá",2,4,"Psicologia",8.5,3,2,1,1,5,4,5,3,5,5,3,4,4,3,5,3,4,5,4,5,4,3,5,3,4,3,3,5,4,2,3,4,4,4,5,3,4,5,5,5,4,2,5,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1,1,4,2,1,5,1,5,5,4,1,1,5,5,5,5,1,5,1,5,1,1,1,1,1,0,0,0,1,0,0,0,2,4,3,3,3,2,4,4,3,5,4,5,4,2,2,5,4,5,3,4,1,4,1,5,5,2,5,2,3,2,5,3,5,5,5,5,3,3,5,3,5,3,2,4,1,2,2,1,2,2,1,3,1,1,2,2,2,2,3,3,2,1,4,3.375,4.5,3.625,4.5,3.4,17,6,8,6,2.25,4.83333333333333,2.5,4.33333333333333,3.66666666666667,2
"63",53,"Feminino",1,"Preto",2,"Estácio",2,3,"Psicologia",9,3,4,1,1,4,5,4,3,3,4,4,3,2,4,5,4,4,2,4,4,3,4,1,4,4,4,5,1,4,3,3,4,3,4,3,4,4,1,5,3,4,4,2,5,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,5,5,1,3,5,1,2,3,1,5,3,5,1,1,4,1,1,3,1,4,3,5,1,1,0,0,1,1,0,1,1,1,1,1,4,1,2,5,5,4,1,4,4,3,4,4,3,4,5,4,2,5,1,5,4,4,5,3,4,4,5,1,4,1,5,3,5,3,5,2,4,3,4,5,5,2,3,4,2,2,2,2,1,2,1,3,2,2,2,2,2,3,4,3,5,10,4.125,3.875,1.875,4,3.75,3.975,10,9,6,8,3.625,2.16666666666667,3.83333333333333,4,4.66666666666667,5
"64",30,"Feminino",1,"Preto",2,"ESUDA",2,2,"Psicologia",8.75,3,1,2,2,3,5,5,3,4,4,5,4,5,4,4,5,5,3,4,5,3,2,4,4,3,5,4,2,4,4,5,2,3,3,5,5,5,3,1,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,1,3,4,1,1,3,1,5,3,5,1,1,5,1,5,2,2,4,3,5,1,1,1,1,0,1,0,1,1,1,1,1,5,3,2,5,3,4,4,5,4,2,4,5,4,2,5,5,2,5,4,4,2,4,1,3,5,3,4,2,3,1,4,2,5,5,4,3,3,1,4,4,5,4,1,4,1,2,2,2,1,2,1,3,1,2,2,2,2,4,4,3,2,1,3.375,4.625,3.5,3.875,4,3.675,17,10,7,8,2.625,3.83333333333333,3.66666666666667,4.33333333333333,5,4
"65",21,"Feminino",1,"Preto",1,"UPE - Universidade de Pernambuco",1,2,"Medicina",8.56,1,1,2,1,2,4,5,5,5,4,3,2,2,5,5,3,5,3,5,5,3,5,5,5,4,3,2,1,5,5,2,4,3,5,2,3,5,4,5,2,3,4,4,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,5,5,1,4,5,1,3,1,1,5,5,5,1,3,5,1,3,3,3,5,4,5,1,1,1,1,0,1,1,1,1,1,0,0,3,1,5,4,2,4,1,5,4,4,3,5,4,3,5,3,5,5,1,4,3,2,3,5,4,4,5,2,3,2,4,4,3,2,4,3,3,1,3,4,4,2,1,5,2,2,2,2,1,2,1,3,2,1,2,2,2,3,4,4,2,1,5,3,3.375,4,3.625,3.65,17,9,8,6,2.875,3,3.83333333333333,3.88888888888889,5,4
"66",47,"Feminino",1,"Branco",1,"Estacio Recife",2,5,"Psicologia",7.9,3,4,1,1,5,5,5,4,3,3,2,5,4,5,5,2,4,1,5,5,2,5,2,5,4,3,4,4,5,4,2,5,2,5,5,3,5,2,5,5,3,5,2,5,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,3,1,5,5,1,3,5,1,1,5,1,5,5,5,1,1,5,2,5,5,5,5,5,5,1,1,1,1,1,1,0,1,0,1,1,0,3,2,4,5,3,5,2,5,5,2,4,3,1,2,5,5,4,4,5,4,4,1,2,5,5,3,5,1,4,1,5,4,4,2,4,2,3,2,5,4,4,4,4,4,1,2,1,1,2,2,1,3,1,2,2,2,2,2,4,3,5,1,4.75,2.75,2.625,4.75,4.5,4.025,14,9,9,6,2.75,2.66666666666667,3.66666666666667,3.77777777777778,4.66666666666667,3
"67",23,"Masculino",1,"Preto",2,"UPE",1,5,"Ciências Biológicas",7.06,1,1,2,2,4,5,2,5,1,3,5,1,4,1,2,5,5,5,3,4,4,1,1,3,3,4,1,3,3,2,5,1,1,3,1,5,1,3,1,3,4,2,5,5,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,5,5,5,5,5,5,1,2,5,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1,1,0,1,1,0,1,5,3,2,4,5,5,2,4,4,5,5,2,5,3,3,2,2,4,4,4,5,5,3,2,5,5,5,3,4,3,4,4,5,5,5,3,3,5,5,4,4,3,1,3,1,2,2,1,2,2,1,3,1,1,2,2,2,2,3,2,7,1,2.5,4.625,3.375,1.75,2.75,2.85,10,9,7,0,4.125,3.33333333333333,2.83333333333333,4.66666666666667,3.66666666666667,2
"68",23,"Feminino",1,"Preto",1,"Estácio de Sá",2,3,"Psicologia",9.03,3,2,2,1,4,5,4,4,5,4,5,3,3,4,4,5,2,5,4,3,4,3,5,4,2,4,4,3,5,3,5,4,2,5,5,5,5,5,5,4,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,2,3,4,3,3,2,2,5,5,5,1,2,5,2,5,3,1,5,2,5,1,1,1,1,1,1,0,0,1,1,0,0,3,3,3,3,4,5,3,5,4,2,5,5,3,3,5,4,3,5,3,5,4,3,5,3,5,3,5,3,4,2,5,4,5,5,5,4,5,3,5,5,5,5,4,5,1,2,2,1,1,2,1,3,1,1,2,2,1,3,3,3,2,10,4.625,4.75,3.875,3.75,3.625,3.775,18,8,8,2,2.875,2.83333333333333,3.33333333333333,4.33333333333333,5,1
"69",26,"Feminino",1,"Preto",2,"Universidade de Pernambuco",1,5,"Bacharelado em Ciências Biológicas",6.78,1,1,2,2,1,3,2,5,4,1,3,2,5,5,2,4,4,5,5,3,1,3,5,1,1,2,1,5,5,3,3,2,4,4,1,2,3,5,3,1,3,3,5,5,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,3,1,5,5,1,1,5,2,2,1,1,5,5,5,1,2,5,3,3,2,2,5,5,5,1,1,1,1,0,1,0,0,0,1,0,1,3,5,5,4,3,5,5,5,2,5,1,3,5,1,5,5,5,5,3,3,1,5,2,3,5,3,4,5,2,2,5,3,5,5,5,5,3,1,3,2,5,1,3,2,1,2,2,1,2,2,1,3,1,1,2,2,2,2,3,2,2,1,4,2.625,4.875,2.5,1.625,2.375,15,7,8,4,2.875,4.83333333333333,3.16666666666667,3.44444444444444,5,2
"70",21,"Feminino",1,"Preto",2,"Estácio",2,5,"Psicologia",9.01,3,2,1,1,4,4,3,5,4,2,5,4,5,3,4,4,3,4,3,5,2,1,5,5,2,3,2,5,5,4,2,1,3,3,3,5,5,4,5,3,3,5,5,4,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,2,1,5,5,1,2,1,3,1,1,1,5,4,5,1,1,5,2,5,3,1,5,1,5,1,1,1,1,1,0,0,0,1,1,0,1,2,3,4,3,1,5,1,4,3,5,3,5,3,1,3,4,5,4,5,3,1,5,1,1,3,1,4,5,5,2,1,1,4,5,1,5,3,4,3,2,5,5,3,2,1,2,2,1,1,2,1,3,2,1,2,2,1,2,3,2,2,1,4,3.5,4.5,3,3.375,3.075,13,8,9,7,2,5,2.16666666666667,2.77777777777778,3.66666666666667,1
"71",32,"Feminino",1,"Branco",1,"Estácio Recife",2,5,"Psicologia",7.53,1,1,2,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,5,3,5,5,1,5,5,1,5,5,5,3,5,5,5,5,5,1,5,5,5,5,1,5,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5,1,5,5,1,1,5,1,1,1,1,5,5,5,1,1,5,1,1,5,1,5,5,5,1,1,1,1,1,1,0,0,1,1,0,0,1,5,5,5,1,5,1,5,5,1,5,5,1,5,5,5,1,5,1,5,1,1,1,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,5,1,5,5,1,1,1,2,2,2,2,2,2,3,1,1,2,2,1,2,3,3,5,3,5,5,2,4.5,4,4.5,16,8,8,9,2,3.66666666666667,5,4.11111111111111,5,2
"72",53,"Masculino",1,"Branco",1,"Estácio",2,2,"Psicologia",8.5,1,4,2,1,5,5,5,1,5,3,5,5,1,5,4,5,4,1,5,5,5,3,1,4,3,3,4,1,5,3,5,3,1,5,5,4,4,1,5,5,5,5,1,5,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,5,5,5,1,1,5,1,1,4,2,5,1,4,1,1,1,0,1,1,1,1,0,1,1,1,4,1,2,4,3,5,1,5,4,1,1,4,4,5,5,4,3,5,1,4,5,1,5,2,5,4,5,1,4,1,5,3,2,1,2,1,3,4,3,5,3,2,3,4,1,2,2,2,2,2,1,3,1,1,2,2,2,4,3,9,2,3,4.875,4.625,1,4.125,4.125,4.55,15,10,8,9,3.25,1,4,3.11111111111111,5,3
"73",22,"Feminino",1,"Preto",2,"Fir estacio de Sá",2,5,"Psicologia",7.91,3,2,1,2,2,5,3,5,4,3,3,4,5,3,3,4,5,5,5,4,1,3,5,4,3,1,2,5,4,3,5,3,3,5,3,5,4,5,5,3,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,5,1,1,1,1,5,2,5,1,1,4,2,4,3,1,5,1,5,1,1,0,1,1,1,1,1,0,0,0,0,4,5,2,4,4,5,5,5,4,5,3,4,5,1,5,5,3,5,3,4,1,4,4,3,5,4,4,4,3,3,5,3,5,5,4,3,3,4,4,5,5,5,3,2,1,2,1,1,2,2,1,3,1,1,2,2,2,3,4,4,1,1,4.25,3.5,4.75,3.625,3,3.125,18,7,8,9,2.75,4.16666666666667,3.16666666666667,3.88888888888889,5,2
"74",26,"Feminino",1,"Branco",1,"UFRPE",1,1,"Licenciatura em Educação Física",9,1,1,1,2,5,5,5,4,3,5,5,5,3,4,5,4,5,4,4,5,4,3,4,5,5,3,5,3,4,3,5,5,3,3,5,2,5,3,1,5,3,5,4,5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,5,1,5,5,3,5,5,1,5,5,1,5,5,5,1,1,5,4,5,1,1,5,5,5,1,1,1,0,1,0,0,0,1,0,1,0,4,2,1,5,3,5,1,5,3,1,3,5,4,4,5,5,1,5,1,5,4,1,3,5,5,4,5,1,5,1,5,5,2,3,5,1,3,1,3,3,5,5,5,1,1,2,2,1,1,2,1,3,1,1,1,1,1,2,3,2,1,2,3.625,3.875,3.5,4.75,4.75,3.9,15,6,9,6,2.75,2,5,3,5,0
"75",39,"Feminino",1,"Preto",1,"UFRPE",1,6,"Economia Doméstica",6.1,1,1,1,2,4,5,5,5,3,3,5,2,5,3,2,5,3,5,5,2,4,2,5,2,1,4,3,4,3,2,3,2,5,4,5,5,2,3,5,3,4,4,4,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,4,1,5,5,1,5,3,1,1,5,1,5,5,5,1,3,4,4,4,4,1,5,2,5,1,1,1,0,1,0,0,0,1,0,0,0,4,3,4,2,3,3,3,5,5,2,3,3,3,2,5,5,5,5,3,3,3,5,3,3,2,5,5,4,4,2,5,2,5,4,3,4,4,4,4,5,5,2,2,2,1,2,2,2,2,2,1,3,1,1,2,2,2,3,4,2,2,3,3.5,4.375,4.5,2.875,2.75,3,15,5,6,6,3.5,3.33333333333333,2,3.44444444444444,5,3
"76",22,"Masculino",1,"Preto",1,"UNISÃOMIGUEL",2,2,"fonoaudiologia",8.5,3,1,2,2,4,5,5,3,5,4,5,4,2,5,4,5,3,3,5,5,5,4,2,4,2,3,3,2,5,4,5,5,2,5,5,5,5,4,5,5,5,5,2,5,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,4,5,3,3,4,3,4,5,2,5,5,5,1,4,5,3,3,3,2,4,5,5,1,1,0,0,0,1,1,0,0,1,0,0,5,3,2,5,5,5,1,5,5,2,5,3,4,5,5,5,3,5,5,5,5,5,4,4,5,4,5,4,4,3,5,5,5,3,5,5,3,1,5,5,5,3,3,3,1,2,2,1,2,2,1,1,2,1,2,1,2,2,4,3,2,2,4.875,4.75,2.5,4.25,4.125,4.3,15,5,5,1,3.5,2.33333333333333,3.33333333333333,4.44444444444444,5,1
"77",32,"Masculino",1,"Branco",1,"Estácio",2,4,"Psicologia",9.35,3,2,2,1,3,4,4,4,5,3,4,4,3,5,3,4,5,3,5,4,3,2,3,3,1,3,3,3,5,2,3,2,3,5,4,3,4,4,5,2,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,4,1,1,1,1,5,5,4,1,1,5,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,5,3,5,4,3,4,5,3,4,5,4,3,5,4,4,3,4,4,4,5,3,4,2,4,2,4,3,4,4,4,3,4,3,4,5,5,4,1,3,1,2,2,1,1,2,1,3,1,1,2,2,1,4,4,3,2,10,4.75,3.375,3.5,3.625,2.75,3.4,18,12,7,10,2.75,2.83333333333333,3.16666666666667,4,5,1
"78",29,"Feminino",1,"Preto",1,"UFRPE",1,1,"Licenciatura em pedagogia",8,2,1,1,1,5,5,5,1,3,4,4,5,2,4,4,4,3,5,3,4,5,4,4,4,4,4,3,2,3,4,3,5,1,4,5,5,4,1,4,4,5,5,2,4,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,5,5,1,1,5,2,5,4,1,5,3,5,1,1,5,4,1,3,4,4,3,5,1,1,1,0,1,1,0,1,1,0,1,0,4,1,1,5,3,5,1,5,4,1,3,1,4,3,5,1,2,5,3,4,4,1,3,5,2,5,5,1,3,1,5,3,4,3,4,3,5,4,3,5,4,1,4,4,1,2,1,1,1,2,1,3,1,1,2,1,1,2,4,2,2,3,3.625,4.375,2.25,4.25,4.25,4.05,16,8,7,4,4.375,2.5,4,3.33333333333333,5,0
"79",30,"Feminino",1,"Preto",2,"UNICAP",2,3,"Psicologia",9.64,3,1,1,2,4,5,5,1,5,4,5,5,1,5,4,4,1,1,5,4,3,4,1,5,3,4,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,1,3,2,3,1,1,1,5,5,1,1,1,5,1,5,1,1,4,1,5,1,1,1,1,1,0,0,0,1,1,1,1,3,3,2,4,1,4,1,5,4,1,4,4,2,4,5,4,1,5,1,4,2,1,4,2,1,5,5,2,4,1,5,4,2,1,4,1,4,1,4,5,2,4,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,3,NA,2,5,4.5,1,4.375,4.25,4.625,16,9,7,9,2.875,1.83333333333333,4.66666666666667,3.11111111111111,5,5
"80",24,"Feminino",2,"Branco",2,"UNIFACS",2,5,"Psicologia",9.1,1,2,2,2,4,4,2,5,4,2,3,2,4,4,4,4,3,3,4,4,3,2,4,4,2,2,1,3,4,4,5,2,4,4,4,4,4,4,4,5,3,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,5,1,1,3,1,5,4,5,1,1,4,4,5,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,0,1,4,2,4,4,4,4,1,4,4,3,4,4,4,3,4,2,3,3,4,4,2,3,3,3,2,5,4,2,3,2,3,3,4,2,2,2,4,2,3,2,4,1,2,3,1,2,1,9,1,2,1,3,2,2,2,2,2,4,4,3,4,9,4.125,3.5,4,2.5,3.625,3.15,18,11,8,8,3.875,2.83333333333333,3.33333333333333,3.33333333333333,3.66666666666667,NA
"81",42,"Masculino",1,"Branco",1,"Estácio",2,5,"Psicologia",9.8,3,4,1,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,3,3,4,3,3,3,4,5,2,3,4,4,3,5,4,4,4,3,4,4,4,4,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,1,4,3,1,1,1,4,5,3,1,1,4,5,4,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,0,0,4,3,5,5,4,4,2,3,5,4,5,4,4,3,4,2,3,3,1,4,3,2,3,5,5,3,5,5,4,4,5,4,4,4,5,4,3,1,4,4,3,3,2,4,2,2,2,2,2,2,2,3,1,2,2,2,2,2,3,3,5,1,4,3.75,3.875,3.75,4,3.525,17,10,1,8,3.375,3.5,4.33333333333333,4.44444444444444,3.33333333333333,5
"82",32,"Masculino",1,"Branco",1,"Estacio de SA",2,3,"Psicologia",7.5,3,2,1,2,3,5,4,1,3,3,3,5,2,5,4,3,5,1,5,4,3,5,1,4,1,4,5,1,5,4,4,5,1,4,4,3,5,1,5,3,5,5,3,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,5,5,2,1,4,1,4,3,1,5,5,4,1,1,5,4,4,4,1,5,1,2,1,1,1,0,1,0,0,0,1,1,0,0,5,5,4,4,4,5,2,5,5,4,5,3,4,3,5,2,2,5,2,5,2,2,4,1,5,5,5,3,5,2,5,5,4,3,4,3,4,2,4,5,4,2,3,2,1,2,2,2,1,2,1,3,1,1,2,2,2,2,3,3,1,1,4.5,3.75,1.375,4.875,3.25,4.2,16,6,6,7,4.25,3.16666666666667,4.16666666666667,4,5,3
"83",20,"Feminino",1,"Preto",1,"Universidade Estácio de Sá",2,3,"Psicologia",8.13,1,1,2,1,3,5,4,4,5,4,3,3,5,5,4,5,3,5,5,5,4,3,5,4,4,4,4,5,5,3,5,3,5,5,3,5,4,5,5,3,4,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,3,4,3,1,1,1,5,5,5,1,1,5,3,5,3,1,4,1,5,1,1,1,0,1,1,1,1,1,1,0,0,3,4,3,4,3,4,5,4,4,5,5,3,3,1,4,5,4,5,3,4,3,4,3,3,5,4,5,3,3,1,5,3,5,5,4,3,4,3,4,4,5,3,1,5,1,2,2,1,1,2,1,3,1,1,2,2,2,2,4,3,2,1,4.875,4.375,4.875,3.375,3.625,3.475,18,9,7,8,3,4,3,4.44444444444444,4.33333333333333,2
"84",24,"Feminino",3,"Branco",1,"Universidade estadual do Ceará",1,6,"Pedagogia",8,3,2,1,1,1,3,2,5,1,3,3,2,4,3,2,4,4,5,3,3,3,2,4,4,3,5,4,4,3,3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,3,2,5,4,4,3,5,2,3,3,2,5,3,4,2,3,3,3,3,3,3,3,3,3,1,0,1,1,1,0,1,1,0,0,0,0,4,3,5,3,3,3,3,4,3,3,2,2,3,2,4,2,2,4,4,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,5,2.625,3.375,3.875,2.75,2.5,2.675,15,6,3,0,3.375,3.16666666666667,3,3,4,3
"85",20,"Feminino",3,"Preto",2,"UECE",1,1,"Pedagogia",8,1,1,1,1,5,2,4,5,5,3,5,5,4,5,5,5,3,5,5,5,5,3,2,5,5,5,3,4,5,5,3,4,5,5,5,4,3,5,5,5,1,4,3,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,2,2,3,5,1,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,1,1,1,0,1,5,5,5,1,5,3,2,3,5,5,5,2,5,1,5,1,5,5,5,5,2,5,1,2,4,5,5,5,5,5,5,3,5,5,5,5,5,4,5,1,4,1,1,5,2,2,2,2,2,2,2,3,1,2,2,2,2,3,4,3,2,9,5,3.75,4.125,3.625,4.75,3.8,17,10,8,5,4.875,4.83333333333333,1.5,4.88888888888889,4.33333333333333,5
"86",25,"Masculino",1,"Preto",1,"Estácio Recife - FIR",2,4,"Psicologia",7.99,3,2,2,2,5,5,4,1,3,3,4,4,1,4,3,5,5,2,3,5,3,1,3,3,1,3,4,1,3,3,4,3,1,3,5,4,3,1,5,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,5,5,3,2,4,1,1,4,1,5,5,5,1,3,5,4,5,3,5,5,4,5,1,1,1,1,1,1,1,1,1,0,0,1,5,5,3,4,3,4,1,4,4,3,4,2,2,4,5,2,1,5,3,5,4,1,4,3,5,5,5,1,4,4,5,3,4,3,4,3,3,1,4,4,4,2,3,3,1,2,2,1,1,2,2,3,1,1,2,2,1,2,4,3,2,1,3.5,4,1.375,3.5,3.625,3.85,17,10,8,5,4,2.5,4.33333333333333,3.66666666666667,4.66666666666667,1
"87",21,"Feminino",3,"Branco",1,"IFCE",1,4,"Licenciatura em Matemática",7.9,2,1,1,1,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,3,4,5,5,3,3,1,3,5,5,3,5,5,5,5,5,5,5,5,4,4,4,5,5,5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,5,5,1,3,5,1,5,2,1,5,5,4,1,3,5,2,1,3,5,5,1,5,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,5,1,5,5,5,2,5,5,5,1,1,5,5,5,5,2,4,3,4,1,3,4,1,1,2,2,1,1,3,2,5,4,5,3,2,4,5,5,5,3,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,9,1,1,4.625,4.25,5,4.5,3.875,3.65,14,10,8,5,1.375,4.66666666666667,3.5,2.88888888888889,5,0
"88",23,"Masculino",3,"Branco",1,"Facedi/UECE",1,5,"Pedagogia",8.5,3,1,1,1,3,4,4,5,2,4,4,3,5,3,4,4,4,5,3,4,4,2,5,3,5,4,1,5,3,3,4,3,5,3,3,3,4,4,3,3,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,5,1,1,1,2,5,5,4,1,2,4,3,5,3,2,3,2,5,1,1,1,1,1,1,1,1,1,1,0,0,4,4,4,4,5,5,3,5,4,4,5,4,4,3,5,5,3,4,5,4,1,3,3,1,5,4,5,5,3,1,4,3,5,5,5,4,4,3,4,4,5,2,3,2,1,2,1,1,1,2,1,3,2,1,2,1,2,2,3,2,2,1,3,3.875,4.875,3.125,3.625,2.95,18,10,4,6,3.375,4,3.16666666666667,4.11111111111111,4.66666666666667,1
"89",29,"Feminino",1,"Branco",1,"Faculdade Estácio do Recife",2,4,"Psicologia",9.73,3,4,1,2,4,3,4,3,2,1,4,5,4,5,3,4,3,3,5,4,3,2,1,4,1,2,3,5,5,1,4,3,1,5,2,5,5,5,5,4,5,5,4,5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,5,5,1,1,5,1,5,5,1,5,5,5,1,5,5,5,5,1,5,5,1,5,1,1,1,0,0,0,0,0,1,1,0,0,3,5,1,5,1,5,1,5,5,1,5,5,3,5,5,5,2,5,3,5,5,1,5,5,5,4,5,1,3,1,5,5,5,1,5,1,3,1,5,2,2,3,3,1,1,2,2,1,2,2,1,3,2,2,2,2,2,3,3,1,7,1,4.5,3.75,3.25,3.75,2.5,3.45,14,5,10,5,2.375,1,4.5,4.11111111111111,5,3
"90",20,"Feminino",3,"Preto",2,"UECE",1,1,"Pedagogia",8,1,1,1,1,5,2,4,5,5,3,5,5,4,5,5,5,3,5,5,5,5,3,2,5,5,5,3,4,5,5,3,4,5,5,5,4,3,5,5,5,1,4,3,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,2,2,3,5,1,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,1,1,1,0,1,5,5,5,1,5,3,2,3,5,5,5,2,5,1,5,1,5,5,5,5,2,5,1,2,4,5,5,5,5,5,5,3,5,5,5,5,5,4,5,1,4,1,1,5,2,2,2,2,2,2,2,3,1,2,2,2,2,3,4,3,2,9,5,3.75,4.125,3.625,4.75,3.8,17,10,8,5,4.875,4.83333333333333,1.5,4.88888888888889,4.33333333333333,5
"91",47,"Masculino",1,"Pardo",1,"Unicap",2,6,"Administração",8,1,1,1,1,5,5,5,1,3,4,3,4,1,4,4,4,4,1,4,5,4,3,3,4,3,4,4,1,4,3,3,2,4,4,5,4,4,1,1,5,4,5,2,4,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,4,4,2,5,4,1,1,3,1,5,5,3,1,1,4,5,4,1,2,4,1,5,1,1,1,1,1,1,1,1,0,0,1,1,4,2,4,4,4,4,1,4,3,2,3,3,2,4,4,3,3,4,2,4,2,4,3,3,4,4,4,3,4,3,5,4,3,3,3,3,4,3,4,4,4,3,2,1,1,2,2,1,2,2,1,3,1,1,2,2,2,3,4,2,2,5,3.5,3.875,1.75,3.875,4.25,3.95,15,10,3,7,3.625,2.83333333333333,3.33333333333333,3,4,2
